"record_id","artist","title","date","medium","discipline","dimensions","funding_source","location","street","city","state","zipcode","lat","lng","description","image_url","detail_url","date_modified"
"1543","Lonnie Feather, Port City Youth & Adults","Learning to Fly","1997","Sandblasted glass","architectural integration","78 "" x 31 ""","Percent for Art - City of Portland, Partial Donation from the Artist","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","The four sandblasted windows were made through a joint project between the Multnomah County Department of Juvenile Justice, the Port City Development Center, and the Portland artist Lonnie Feather. Feather led adults from the Port City organization and groups of youth from the Justice Center in creative workshops designed to promote thought and dialogue about what is important in their lives. The focus for this project was the relationships that we build with each other and the overall theme of 'Learning to Fly"" as a hopeful and encouraging metaphor.

Each of the four panels has a title that reflects imagery depicted in the piece.  'Leaning to Fly,' 'Community is the Heart,' 'A Sense of Place,' and 'The Sky's the Limit' together emphasize our bond with nature and our community, and encourages youth to stand proud and value themselves and the people in their lives.","http://data.racc.org/pa_inventory/1188a/1188athumb.jpg","http://racc.org/public-art/search/?recid=1543.175","2012-08-14 00:00:00"

"1544","Lonnie Feather, Port City Youth & Adults","Community is the Heart","1997","Sandblasted glass","architectural integration","78 "" x 31 ""","Percent for Art - City of Portland, Partial Donation from the Artist","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","The four sandblasted windows were made through a joint project between the Multnomah County Department of Juvenile Justice, the Port City Development Center, and the Portland artist Lonnie Feather. Feather led adults from the Port City organization and groups of youth from the Justice Center in creative workshops designed to promote thought and dialogue about what is important in their lives. The focus for this project was the relationships that we build with each other and the overall theme of 'Learning to Fly"" as a hopeful and encouraging metaphor.

Each of the four panels has a title that reflects imagery depicted in the piece.  'Leaning to Fly,' 'Community is the Heart,' 'A Sense of Place,' and 'The Sky's the Limit' together emphasize our bond with nature and our community, and encourages youth to stand proud and value themselves and the people in their lives.","http://data.racc.org/pa_inventory/1188b/1188bthumb.jpg","http://racc.org/public-art/search/?recid=1544.184","2011-03-04 00:00:00"

"1545","Lonnie Feather, Port City Youth & Adults","A Sense of Place","1997","Sandblasted glass","architectural integration","78 "" x 31 ""","Percent for Art - City of Portland, Partial Donation from the Artist","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","The four sandblasted windows were made through a joint project between the Multnomah County Department of Juvenile Justice, the Port City Development Center, and the Portland artist Lonnie Feather. Feather led adults from the Port City organization and groups of youth from the Justice Center in creative workshops designed to promote thought and dialogue about what is important in their lives. The focus for this project was the relationships that we build with each other and the overall theme of 'Learning to Fly"" as a hopeful and encouraging metaphor.

Each of the four panels has a title that reflects imagery depicted in the piece.  'Leaning to Fly,' 'Community is the Heart,' 'A Sense of Place,' and 'The Sky's the Limit' together emphasize our bond with nature and our community, and encourages youth to stand proud and value themselves and the people in their lives.","http://data.racc.org/pa_inventory/1188c/1188cthumb.jpg","http://racc.org/public-art/search/?recid=1545.247","2011-03-04 00:00:00"

"1546","Lonnie Feather, Port City Youth & Adults","The Sky's the Limit","1997","Sandblasted glass","architectural integration","78 "" x 31 ""","Percent for Art - City of Portland, Partial Donation from the Artist","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","The four sandblasted windows were made through a joint project between the Multnomah County Department of Juvenile Justice, the Port City Development Center, and the Portland artist Lonnie Feather. Feather led adults from the Port City organization and groups of youth from the Justice Center in creative workshops designed to promote thought and dialogue about what is important in their lives. The focus for this project was the relationships that we build with each other and the overall theme of 'Learning to Fly"" as a hopeful and encouraging metaphor.

Each of the four panels has a title that reflects imagery depicted in the piece.  'Leaning to Fly,' 'Community is the Heart,' 'A Sense of Place,' and 'The Sky's the Limit' together emphasize our bond with nature and our community, and encourages youth to stand proud and value themselves and the people in their lives.","http://data.racc.org/pa_inventory/1188d/1188dthumb.jpg","http://racc.org/public-art/search/?recid=1546.162","2011-03-04 00:00:00"

"1550","Lloyd Hamrol","Park Place","1997","Brick and mortar","sculpture","diameter: 10'","Percent for Art - City of Portland","Woodstock Park","SE 47th Ave and Steele St.","Portland","OR","97206","45.4846942","-122.6144316","Hamrol's ""Park Place"" presents itself as series of three intimate gathering places with benches scaled at alternating levels to accommodate both children and adults. The columns were designed to mirror the existing brickwork in the park and to make reference to the many strands of trees. Their varying sizes, heights, arrangements and surface patterns were intended to evoke both a sense of rational order along with the eccentricities of nature.","http://data.racc.org/pa_inventory/1189/1189thumb.jpg","http://racc.org/public-art/search/?recid=1550.173","2012-02-21 00:00:00"

"1552","Jim Gion, Robert Murase, Associates, Lawson Inada","Songs of Innocence, Songs of Experience
Japanese American Historical Plaza","1990","Bronze and stone","sculpture","","Gift/Donation from Nikkei Endowment","Waterfront Park","Waterfront Park","Portland","OR","97204","45.517531599999998","-122.6720321","Gion's ""Songs of Innocence, Songs of Experience"" serves as a gateway to the Japanese-American Historical Plaza and Waterfront Park. The pillars memorialize Japanese-Americans, depicting the lives of elderly Japanese immigrants, native-born Japanese Americans, soldiers who fought during WWII, and those who were deported to inland internment camps. The work was given as a gift to Portland by the Oregon Nikkei Endowment Group.","http://data.racc.org/pa_inventory/1190/1190thumb.jpg","http://racc.org/public-art/search/?recid=1552.169","2012-02-21 00:00:00"

"1553","Ed Carpenter, John Rogers","Sound Abatement Sculpture","1997","Aluminum, stainless steel, and dichroic glass","architectural integration","38' x 12'","Multnomah County Funds","Juvenile Justice Center","1401 NE 68th Ave","Portland","OR","97213","45.5316951","-122.59439","This piece is a collaboration between Ed Carpenter and John Rogers. Both artists live and work in Portland, OR, and specialize in large-scale public installations both nationally and internationally. Ed Carpenter's work ranges from architectural sculpture to infrastructure design and John Rogers is known for his light-kinetic sculptures that can be found across the US.","http://data.racc.org/pa_inventory/1191/1191thumb.jpg","http://racc.org/public-art/search/?recid=1553.146","2011-08-23 00:00:00"

"1566","Garth Edwards","East Portland Community Center: Tower","1998","Aluminum","sculpture","variable dimensions","Percent for Art - City of Portland","East Portland Community Center","740 SE 106th Ave.","Portland","OR","97216","45.516030999999998","-122.55296800000001","A variety of metal cut designs compose the artworks created for the East Portland Community Center by Garth Edwards.  The forms were incorporated into the central tower of the building, benches in several public areas, fences surrounding the courtyard, and bike racks at the entrance to the building.  The artist developed his ideas through conversations with Parks employees, who suggested that nature-inspired themes would be appropriate for this site.  Garth had long been experimenting with ideas of  foliage images, especially with the variety of leaf designs that are possible. The Community Center project allowed him to bring his thinking into reality.  The designs complement the architecture and soften some of the building's hard surfaces.   He hopes his decorative metal designs will seem whimsical and fun to community center visitors.","http://data.racc.org/pa_inventory/1202.1/1202.1thumb.jpg","http://racc.org/public-art/search/?recid=1566.179","2012-03-05 00:00:00"

"1567","Garth Edwards","East Portland Community Center: Bike Racks","1998","Welded mild steel","sculpture","variable dimensions","Percent for Art - City of Portland","East Portland Community Center","740 SE 106th Ave.","Portland","OR","97216","45.516030999999998","-122.55296800000001","A variety of metal cut designs compose the artworks created for the East Portland Community Center by Garth Edwards.  The forms were incorporated into the central tower of the building, benches in several public areas, fences surrounding the courtyard, and bike racks at the entrance to the building.  The artist developed his ideas through conversations with Parks employees, who suggested that nature-inspired themes would be appropriate for this site.  Garth had long been experimenting with ideas of  foliage images, especially with the variety of leaf designs that are possible. The Community Center project allowed him to bring his thinking into reality.  The designs complement the architecture and soften some of the building's hard surfaces.   He hopes his decorative metal designs will seem whimsical and fun to community center visitors.","http://data.racc.org/pa_inventory/1202.2/1202.2thumb.jpg","http://racc.org/public-art/search/?recid=1567.173","2012-03-05 00:00:00"
